name,model,brand,price,elabel,bodytype,length,height,width,weighttotal,emissionsco2,modeldate,fueltype,numberofdoors,numberofforwardgears,seatingcapacity,drivewheelconfiguration,fuelcapacity,fuelconsumption,speed,payload,veenginetype,veenginedisplacement,veenginepower,Buyer,Payment_Method,Price_at_Order,Order_Date
Opel Astra Sports Tourer 1.0 Turbo Online Edition,Opel Astra Sports Tourer,Opel,23.674,A,stationwagon,4702,1510,1809,1188,97 g/km,2016,petrol,5,5,5,front,48,4.2,200,667,dohc,999,77,Jaime Pierce,Bank Transfer,28.1,4/5/2023
Daihatsu Cuore 1.0 12V DVVT Nagano,Daihatsu Cuore,Daihatsu,9.647,D,hatchback,3410,1500,1475,740,114 g/km,2016,petrol,5,5,4,front,36,4.6,145,460,dohc,989,43,Randy Ramsey,Cash,11.17,8/22/2021
Volkswagen Golf 2.3 V5 Highline,Volkswagen Golf,Volkswagen,30.305,G,hatchback,4149,1444,1735,1305,230 g/km,2016,petrol,5,5,5,front,55,9.6,220,555,dohc,2324,125,Stacey Brown,Credit Card,35.78,2/3/2020
Mitsubishi Pajero 2.5 TD GLX,Mitsubishi Pajero,Mitsubishi,35.075,N.A.,suv/crossover,4120,1835,1695,1750,187 g/km,2016,diesel,3,5,5,front+rear,75,10.9,147,760,ohc,2477,73,Carl Barnes,Credit Card,36.45,4/7/2025
Rover 75 Tourer 2.0 CDTI Classic,Rover 75 Tourer,Rover,38.43,G,stationwagon,4792,1424,1778,1535,190 g/km,2016,diesel,5,5,5,front,65,6.9,182,585,dohc,1951,96,Traci Mitchell,Bank Transfer,39.01,4/15/2023
Mercedes S 500 4MATIC Coupe,Mercedes-Benz S-class Coupe,Mercedes,161.3,F,coupe,5027,1411,1899,1990,219 g/km,2016,petrol,2,7,4,front+rear,80,9.4,250,605,dohc,4663,335,Benjamin Gregory,Credit Card,173.73,12/2/2018
Peugeot 307 CC 2.0 16V 180,Peugeot 307 CC,Peugeot,37.05,G,cabriolet,4349,1423,1759,1459,210 g/km,2016,petrol,2,5,4,front,60,8.9,220,436,dohc,1997,130,Sean Coleman,Credit Card,44.25,3/11/2022
Volvo V70 2.5T Momentum,Volvo V70,Volvo,51.745,G,stationwagon,4720,1488,1804,1532,241 g/km,2016,petrol,5,5,5,front,80,10.1,225,618,dohc,2521,154,Taylor Wells,Credit Card,59.42,7/11/2021
Mazda CX-5 SkyActiv-D 150 Luxury,Mazda CX-5,Mazda,53.05,G,suv/crossover,4550,1675,1840,1586,143 g/km,2016,diesel,5,6,5,front,56,5.5,200,557,dohc,2191,0,Erika Miller,Bank Transfer,56.47,10/22/2020
BMW X3 xDrive35d Executive,BMW X3,BMW,76.49,G,suv/crossover,4569,1674,1853,1850,208 g/km,2016,diesel,5,6,5,front+rear,67,7.8,240,535,dohc,2993,210,Cathy Lee,Bank Transfer,88.51,12/1/2019
Opel Astra GTC 1.6 Enjoy,Opel Astra GTC,Opel,22.195,F,coupe,4290,1435,1753,1145,158 g/km,2016,petrol,3,5,5,front,52,6.6,187,575,dohc,1598,77,Parker Harrington,Bank Transfer,26.63,1/10/2024
BMW 750i High Edition,BMW 7-serie,BMW,124.1,G,sedan,5039,1491,1902,1885,271 g/km,2016,petrol,4,6,5,rear,88,11.4,250,605,dohc,4799,270,Daniel Foster,Bank Transfer,136.68,3/3/2021
Lexus IS 250 Business Tech,Lexus IS,Lexus,42.37,G,sedan,4575,1440,1800,1570,231 g/km,2016,petrol,4,6,5,rear,65,9.8,230,485,dohc,2500,153,Kathleen Miller,Bank Transfer,38.85,6/19/2021
BMW M6,BMW 6-serie,BMW,188.58,G,coupe,4871,1377,1855,1710,357 g/km,2016,petrol,2,7,4,rear,70,14.8,250,490,dohc,4999,373,Alexander Fowler,Credit Card,173.93,8/31/2021
BMW 323i Edition,BMW 3-serie,BMW,35.821,N.A.,sedan,4433,1393,1698,1310,187 g/km,2016,petrol,4,5,5,rear,65,9,227,460,dohc,2494,125,Amy Guerra,Cash,41.74,6/7/2023
Mercedes C 220 d BlueEFFICIENCY Edition,Mercedes-Benz C-class,Mercedes,44.494,C,sedan,4686,1442,1810,1450,103 g/km,2016,diesel,4,6,5,rear,66,4,234,665,dohc,2143,125,Marilyn Patrick,Credit Card,43.45,7/17/2021
Toyota Corona Liftback 1.8 GL,Toyota Corona,Toyota,11.515,-,hatchback,4375,1385,1645,1090,187 g/km,2016,petrol,5,5,5,rear,61,9.2,165,465,ohc,1770,63,Christopher Taylor,Cash,11.87,6/24/2024
Daihatsu Cuore 1.0 12V DVVT Tokyo,Daihatsu Cuore,Daihatsu,8.198,D,hatchback,3410,1500,1475,720,114 g/km,2016,petrol,3,5,4,front,36,4.6,145,480,dohc,989,43,Daniel Hunter Jr.,Cash,8.83,6/16/2019
Toyota Avensis Wagon 2.0 16v VVT-i D4 Executive,Toyota Avensis Wagon,Toyota,34.655,G,stationwagon,4715,1525,1760,1370,224 g/km,2016,petrol,5,4,5,front,60,9.4,205,525,dohc,1998,108,Kayla Gaines,Bank Transfer,40.7,1/11/2025
Ford Sierra 2.0 CL,Ford Sierra,Ford,14.911,N.A.,hatchback,4425,1407,1694,1080,187 g/km,2016,petrol,5,5,5,rear,60,8.1,182,520,dohc,1993,77,Tammy Medina,Bank Transfer,16.82,2/22/2025
Volvo S80 D5 AWD Kinetic,Volvo S80,Volvo,56.875,G,sedan,4851,1493,1860,1618,167 g/km,2016,diesel,4,6,5,front+rear,70,6.4,225,652,dohc,2400,158,Jacob Smith,Cash,65.58,8/29/2022
Skoda Fabia 1.2 TSI 77kW Elegance,Skoda Fabia,Skoda,17.29,E,hatchback,4000,1498,1642,1030,124 g/km,2016,petrol,5,5,5,front,45,5.3,191,555,ohc,1197,77,Dr. Keith Campbell,Credit Card,16.34,10/3/2020
Mercedes E 220 BlueTEC Estate Ambition,Mercedes-Benz E-class Estate,Mercedes,59.99,D,stationwagon,4905,1512,1854,1745,125 g/km,2016,diesel,5,6,5,rear,59,4.9,222,695,dohc,2143,125,Greg Davis,Bank Transfer,62.05,6/22/2025
Mercedes Sprinter WB1 316 BlueTEC,Mercedes-Benz Sprinter Combi,Mercedes,70.897,B,van,5260,2435,1993,2020,184 g/km,2016,diesel,4,7,6,rear,75,,,1480,dohc,2143,120,Thomas Thompson,Cash,74.97,6/4/2023
Volkswagen Golf Variant 1.0 TSI 115hp BlueMotion Trendline,Volkswagen Golf Variant,Volkswagen,27.06,A,stationwagon,4562,1481,1799,1210,103 g/km,2016,petrol,5,7,5,front,50,4.5,204,600,dohc,999,85,Patricia Woodward,Credit Card,26.12,1/10/2024
Ford Fiesta 1.1 Supersport,Ford Fiesta,Ford,9.534,N.A.,hatchback,3648,1327,1549,750,187 g/km,2016,petrol,3,4,5,front,40,6,142,450,ohv,1117,37,Julie Williams,Credit Card,9.71,11/24/2024
Kia Sportage 2.0 GDI ExecutiveLine,Kia Sportage,Kia,43.695,G,suv/crossover,4440,1630,1855,1372,187 g/km,2016,petrol,5,6,5,front,58,8,183,608,dohc,1998,122,Micheal Banks,Cash,42.89,9/1/2023
Lancia Thema 2.0 i.e. 16V LE,Lancia Thema,Lancia,35.599,N.A.,sedan,4605,1433,1752,1300,187 g/km,2016,petrol,4,4,5,front,65,9.2,204,500,dohc,1995,114,Joseph Martinez,Bank Transfer,41.25,6/16/2020
Chrysler Grand Voyager 3.3i V6 LE,Chrysler Grand Voyager,Chrysler,47.269,G,mpv,5070,1740,1920,1855,291 g/km,2016,petrol,5,4,7,front,75,13.3,180,675,ohv,3301,116,Gary Jones,Credit Card,44.71,11/30/2022
Renault Megane 1.6 16V Expression Comfort,Renault Megane,Renault,21.995,G,hatchback,4209,1457,1777,1150,163 g/km,2016,petrol,5,5,5,front,60,6.8,192,575,dohc,1598,83,Timothy Perry,Bank Transfer,20.79,8/23/2022
Volkswagen Golf 1.2 TSI 105hp BlueMotion Techn. Trendline,Volkswagen Golf,Volkswagen,22.457,C,hatchback,4199,1479,1779,1134,121 g/km,2016,petrol,5,6,5,front,55,5.2,190,616,ohc,1197,77,Bryan Owens MD,Cash,21.25,7/17/2022
Suzuki Grand Vitara Metal Top 2.0,Suzuki Grand Vitara Metal Top,Suzuki,20.42,G,suv/crossover,3885,1685,1695,1235,220 g/km,2016,petrol,3,5,4,front+rear,56,9.2,165,515,dohc,1995,94,Mario Martinez,Credit Card,18.94,1/14/2024
Saab 9000 Griffin 2.3 Turbo,Saab 9000 CD,Saab,58.969,N.A.,sedan,4794,1420,1778,1385,187 g/km,2016,petrol,4,5,5,front,66,10,235,555,dohc,2290,147,Crystal Dominguez MD,Cash,54.91,11/7/2019
Toyota Corolla 1.6 16v VVT-i Linea Terra,Toyota Corolla,Toyota,18.89,G,sedan,4385,1470,1710,1115,168 g/km,2016,petrol,4,5,5,front,55,7,190,540,dohc,1598,81,Andrew Richards,Credit Card,21.13,10/2/2024
Opel Kadett Combi 1.6 D Voyage Berlina,Opel Kadett Combi,Opel,12.808,N.A.,stationwagon,4207,1400,1636,1005,187 g/km,2016,diesel,5,4,5,front,50,6.8,143,545,ohc,1598,40,Johnathan Robinson,Credit Card,13.82,8/19/2025
BMW 330i Executive,BMW 3-serie,BMW,53.42,F,sedan,4520,1421,1817,1455,173 g/km,2016,petrol,4,6,5,rear,63,7.2,250,545,dohc,2996,200,Derek Reese,Credit Card,56.86,12/5/2022
DS DS3 THP 165 Sport Chic,DS 3,DS,27.59,E,hatchback,3948,1458,1715,1115,129 g/km,2016,petrol,3,6,5,front,50,5.6,218,490,dohc,1598,120,Eric Singh,Cash,25.48,1/12/2025
Toyota Avensis 1.8 Linea Luna,Toyota Avensis,Toyota,22.188,G,sedan,4490,1425,1710,1200,177 g/km,2016,benzine,3,5,5,voor,60,7.4,195,560,dohc,1762,0,Jesus Gordon,Bank Transfer,23.34,9/30/2018
Audi A4 Avant 2.5 TDI 163hp Pro Line,Audi A4 Avant,Audi,46.19,G,stationwagon,4547,1428,1766,1535,189 g/km,2016,diesel,5,6,5,front,66,7,225,575,ohc,2496,120,Alyssa Lee,Bank Transfer,47.79,6/7/2024
Skoda Octavia Combi 1.9 TDI Classic,Skoda Octavia Combi,Skoda,26.73,G,stationwagon,4572,1468,1769,1365,157 g/km,2016,diesel,5,6,5,front,55,5.8,189,660,ohc,1896,77,Jennifer Adkins,Bank Transfer,30.34,5/4/2022
Volvo S60 T4F Momentum,Volvo S60,Volvo,40.695,D,sedan,4628,1484,1865,1382,159 g/km,2016,bio-ethanol,4,6,5,front,68,6.8,225,638,dohc,1596,132,Allen Taylor MD,Bank Transfer,44.73,9/21/2023
Mercedes E 200 BlueEFFICIENCY,Mercedes-Benz E-class,Mercedes,47.8,D,sedan,4868,1471,1854,1515,165 g/km,2016,petrol,4,6,5,rear,59,7.1,232,635,dohc,1796,135,Denise Nguyen,Bank Transfer,47.25,7/12/2020
Peugeot 508 Active 1.6 e-HDi,Peugeot 508,Peugeot,32.93,B,sedan,4792,1456,1853,1385,104 g/km,2016,diesel,4,6,5,front,72,4,197,620,dohc,1560,84,Jennifer Jones,Credit Card,36.56,6/2/2025
Fiat Qubo 1.3 Multijet 16v 75 Actual,Fiat Qubo,Fiat,19.595,E,mpv,3959,1735,1716,1175,107 g/km,2016,diesel,5,6,5,front,45,4.1,155,535,dohc,1248,55,Rebecca King,Bank Transfer,17.98,4/12/2024
Mercedes C 400 4MATIC Estate Ambition,Mercedes-Benz C-class Estate,Mercedes,69.019,F,stationwagon,4702,1457,1810,1630,173 g/km,2016,petrol,5,7,5,front+rear,66,7.4,250,675,dohc,2996,245,Jon Rivera,Cash,72.35,6/4/2019
Opel Omega Stationwagon 2.6i-V6 Executive,Opel Omega Stationwagon,Opel,43.795,G,stationwagon,4898,1505,1776,1633,257 g/km,2016,petrol,5,5,5,rear,75,10.7,221,657,dohc,2597,132,Sara Morgan,Bank Transfer,44.77,3/7/2023
Mazda 626 Wagon 2.0-12V GLX,Mazda 626 Wagon,Mazda,18.671,N.A.,stationwagon,4590,1465,1690,1225,187 g/km,2016,petrol,5,4,5,front,60,9.2,172,525,ohc,1998,80,Christopher Webb,Cash,21.2,8/19/2025
Renault Espace Champs Elysees V6i,Renault Espace,Renault,43.778,N.A.,mpv,4429,1693,1795,1496,187 g/km,2016,petrol,5,5,5,front,77,11.6,195,724,ohc,2849,112,Danielle Washington,Bank Transfer,49.78,1/23/2019
SsangYong Actyon A230 2WD Direct,Ssangyong Actyon,SsangYong,22.995,G,suv/crossover,4455,1735,1880,1748,259 g/km,2016,petrol,5,5,5,rear,75,11.5,164,772,dohc,2295,110,Robin Murphy,Credit Card,22.34,7/8/2019
BMW 330xi touring,BMW 3-serie touring,BMW,55.645,G,stationwagon,4478,1409,1739,1610,264 g/km,2016,petrol,5,5,5,front+rear,63,10.9,238,525,dohc,2979,170,David Wright,Bank Transfer,66,5/1/2021
Renault Safrane RT 2.2Vi,Renault Safrane,Renault,30.959,N.A.,hatchback,4734,1443,1818,1409,187 g/km,2016,petrol,5,5,5,front,80,9.3,206,556,ohc,2165,103,Jennifer Rodriguez,Bank Transfer,31.15,5/12/2023
Lancia Ypsilon 1.2 16v elefantino rosso,Lancia Ypsilon,Lancia,13.382,N.A.,hatchback,3723,1435,1690,885,187 g/km,2016,petrol,3,5,5,front,47,7,177,460,dohc,1242,63,Gregory Mann,Credit Card,15.17,12/13/2023
BMW 518d Touring Business,BMW 5-serie Touring,BMW,53.495,D,stationwagon,4907,1462,1860,1695,127 g/km,2016,diesel,5,6,5,rear,70,4.8,206,675,dohc,1995,105,Michael Hernandez,Cash,56.95,1/24/2020
BMW 530d High Executive,BMW 5-serie,BMW,71.195,E,sedan,4899,1464,1860,1660,149 g/km,2016,diesel,4,6,5,rear,70,5.7,250,635,dohc,2993,190,Jennifer Morales,Credit Card,66.04,11/19/2023
Renault Megane 2.0 16V Expression Comfort,Renault Megane,Renault,22.795,G,hatchback,4209,1457,1777,1225,191 g/km,2016,petrol,5,6,5,front,60,8,200,565,dohc,1998,99,Frank Marshall,Cash,22.86,4/24/2020
Volkswagen Caddy Combi 1.4-16V Turijn,Volkswagen Caddy Combi,Volkswagen,17.245,G,mpv,4405,1833,1794,1317,197 g/km,2016,petrol,4,5,5,front,60,8.2,148,683,dohc,1390,55,Jennifer Miller,Cash,16.05,5/22/2024
Renault Megane Sedan 1.5 dCi 100 Dynamique Luxe,Renault Megane Sedan,Renault,28.695,F,sedan,4498,1457,1777,1190,119 g/km,2016,diesel,4,5,5,front,60,4.5,182,590,ohc,1461,74,Charles Schmitt,Credit Card,27.87,2/27/2022
Peugeot 309 XRD,Peugeot 309,Peugeot,13.609,N.A.,hatchback,4051,1380,1628,912,187 g/km,2016,diesel,3,5,5,front,55,5.8,160,458,ohc,1905,48,Laura Johnson,Bank Transfer,13.61,3/8/2023
Mazda CX-5 SkyActiv-D 2.2 175hp 4WD GT-M,Mazda CX-5,Mazda,48.34,G,suv/crossover,4540,1710,1840,1540,144 g/km,2016,diesel,5,6,5,front+rear,58,5.5,204,580,dohc,2191,129,Tina Tate,Bank Transfer,50.58,2/13/2024
Audi A4 40 TDI sport,Audi A4,Audi,49.85,D,sedan,4738,1427,1842,1455,114 g/km,2016,diesel,4,7,5,front,40,4.3,241,620,dohc,1968,0,Laura Huynh,Cash,52.89,10/30/2020
Toyota MR2 1.8 16v VVT-i,Toyota MR2,Toyota,30.79,N.A.,cabriolet,3885,1240,1695,950,187 g/km,2016,petrol,2,5,2,rear,48,7.4,210,285,dohc,1794,103,Jennifer Shaw,Credit Card,29.44,11/30/2024
Jaguar XK8 Convertible,Jaguar XK Convertible,Jaguar,108.945,G,cabriolet,4760,1306,1829,1705,284 g/km,2016,petrol,2,5,4,rear,75,11.8,250,395,dohc,3996,216,Amber Freeman,Credit Card,129.96,2/18/2023
Lotus Elise CR,Lotus Elise,Lotus,42.134,G,cabriolet,3824,1117,1719,857,149 g/km,2016,petrol,2,6,2,rear,40,6.3,204,806,dohc,1598,100,Tammy Delgado,Credit Card,39.6,5/22/2019
BMW 528i,BMW 5-serie,BMW,56.985,E,sedan,4899,1464,1860,1610,178 g/km,2016,petrol,4,8,5,rear,70,7.6,250,635,dohc,2996,190,Roger Cohen,Bank Transfer,60.12,6/1/2019
Volvo S40 1.8i,Volvo S40,Volvo,22.984,G,sedan,4483,1411,1717,1290,164 g/km,2016,petrol,4,5,5,front,60,6.9,200,490,dohc,1834,92,Kristina Phillips,Credit Card,26.49,9/15/2021
Renault Megane 1.6 16V Dynamique Luxe,Renault Megane,Renault,25.9,G,hatchback,4209,1457,1777,1200,184 g/km,2016,petrol,5,4,5,front,60,7.7,182,575,dohc,1598,82,Gina Mcdaniel,Bank Transfer,25.67,4/30/2020
Hyundai Kona 1.0 T-GDI i-Drive,Hyundai Kona,Hyundai,21.747,D,hatchback,1800,2600,1550,567,117 g/km,2003,petrol,5,6,5,front,50,5.5,181,1775,dohc,998,0,Tiffany Ferguson,Cash,24.22,7/20/2024
Audi A5 Cabriolet 2.0 TFSI 225hp,Audi A5 Cabriolet,Audi,55.52,C,cabriolet,4626,1383,1854,1605,144 g/km,2016,petrol,2,6,4,front,65,6.3,245,525,dohc,1984,165,Danielle Tucker,Cash,64.89,3/19/2024
Renault Espace 2.0 dCi 16V 175 Initiale,Renault Espace,Renault,57.835,G,mpv,4661,1728,1860,1755,197 g/km,2016,diesel,5,6,6,front,60,7.4,204,800,ohc,1995,127,Mary Crawford,Bank Transfer,67.59,8/18/2022
Volvo V40 Cross Country D2 Ocean Race,Volvo V40 Cross Country,Volvo,40.995,E,hatchback,4370,1470,1802,1333,108 g/km,2016,diesel,5,6,5,front,52,4.1,185,617,ohc,1560,84,Richard Stout,Cash,41.02,2/19/2023
Mercedes C 180 Kompressor Elegance,Mercedes-Benz C-class,Mercedes,37.05,G,sedan,4526,1426,1728,1375,202 g/km,2016,petrol,4,6,5,rear,62,8.4,223,580,dohc,1796,105,Jennifer Patrick,Bank Transfer,41.2,5/27/2025
Renault Laguna 2.0 16V Dynamique,Renault Laguna,Renault,27.095,G,hatchback,4579,1429,1749,1300,187 g/km,2016,petrol,5,5,5,front,70,7.9,205,565,dohc,1998,99,Angela Moore,Credit Card,30.85,4/14/2023
Lexus RX 350 Executive,Lexus RX,Lexus,98.876,G,suv/crossover,4770,1685,1885,1950,250 g/km,2016,petrol,5,6,5,front+rear,72,10.6,200,595,dohc,3456,204,Stephanie Castro,Cash,106.31,2/21/2023
Hyundai i30 1.6i CVVT Blue i-Catcher,Hyundai i30,Hyundai,21.995,D,hatchback,4280,1480,1775,1168,139 g/km,2016,petrol,5,5,5,front,53,5.9,192,552,dohc,1591,93,Alexander Nguyen,Bank Transfer,23.5,12/19/2023
Saab 9-5 2.0T BioPower Linear,Saab 9-5,Saab,47.55,E,sedan,5008,1466,1868,1625,189 g/km,2016,bio-ethanol,4,6,5,front,70,8.4,240,645,dohc,1988,162,Kevin Williams,Bank Transfer,55.69,9/28/2019
Citroen Berlingo Multispace VTi 120 Tendance,Citroen Berlingo Multispace,Citroen,26.59,F,mpv,4380,1801,1810,1405,164 g/km,2016,petrol,5,5,7,front,60,7.1,177,595,dohc,1598,88,Casey Donovan,Credit Card,29.79,3/18/2023
Peugeot 508 SW GT-line 1.6 e-THP 165,Peugeot 508 SW,Peugeot,40.47,B,stationwagon,4813,1476,1853,1395,135 g/km,2016,petrol,5,6,5,front,72,5.8,210,685,dohc,1598,121,Robert Bell,Cash,44.85,7/11/2025
Opel Corsa 1.3 CDTi Color Edition,Opel Corsa,Opel,19.995,C,hatchback,4021,1481,1736,1159,82 g/km,2016,diesel,5,5,5,front,45,3.1,182,506,dohc,1248,0,Tanya Barton,Cash,18.2,1/12/2020
Opel Mokka 1.4 Turbo Edition,Opel Mokka,Opel,29.245,E,suv/crossover,4278,1658,1777,1309,144 g/km,2016,petrol,5,6,5,front,53,6.7,187,534,dohc,1364,103,Steven Green,Credit Card,32.09,8/17/2019
Opel Rekord Caravan 2.2i GLS,Opel Rekord Caravan,Opel,20.043,N.A.,stationwagon,4678,1470,1720,1190,187 g/km,2016,petrol,5,3,5,rear,70,,,610,ohc,2197,85,Daniel Garrett,Bank Transfer,18.49,9/19/2018
Chevrolet Captiva 2.4 LT,Chevrolet Captiva,Chevrolet,39.995,G,suv/crossover,4673,1727,1849,1768,210 g/km,2016,petrol,5,6,7,front,65,8.9,190,461,dohc,2384,123,Gary Charles,Cash,44.71,7/13/2025
Opel Insignia Sports Tourer 2.0 Turbo 250hp 4x4 Cosmo,Opel Insignia Sports Tourer,Opel,46.895,F,stationwagon,4908,1520,1858,1743,199 g/km,2016,petrol,5,6,5,front+rear,70,8.5,242,657,dohc,1998,184,Christine Smith,Cash,44.3,10/15/2024
Seat Cordoba 1.9 SDi Latino,Seat Cordoba,Seat,15.562,G,sedan,4144,1424,1640,1025,134 g/km,2016,diesel,4,5,5,front,45,5,158,485,ohc,1896,47,Ashley Vasquez,Credit Card,18.63,9/13/2025
Volkswagen Touran 1.9 TDI 105hp Optive,Volkswagen Touran,Volkswagen,33.33,G,mpv,4391,1652,1794,1514,162 g/km,2016,diesel,5,6,5,front,60,6,177,696,ohc,1896,77,Mrs. Kathy Hernandez MD,Cash,33.16,11/19/2020
Volkswagen Golf 1.9 TDI 115hp Highline,Volkswagen Golf,Volkswagen,26.789,G,hatchback,4149,1439,1735,1228,138 g/km,2016,diesel,5,6,5,front,55,5.1,195,592,ohc,1896,85,Kevin Wood,Credit Card,24.79,8/27/2025
Peugeot 108 TOP! Allure 1.0 e-VTi,Peugeot 108,Peugeot,15.16,B,hatchback,3475,1460,1615,835,97 g/km,2016,petrol,5,5,4,front,35,4.2,157,405,dohc,998,50,Anthony Pittman,Bank Transfer,17.43,9/28/2020
Saab 9-5 Sport Sedan 2.3t BioPower Vector,Saab 9-5 Sport Sedan,Saab,50.878,G,sedan,4836,1448,1792,1505,238 g/km,2016,bio-ethanol,4,5,5,front,75,10,225,585,dohc,2290,136,William Mccullough,Bank Transfer,59.36,12/22/2019
Ford Tourneo Connect 1.8 16V SWB Futura,Ford Tourneo Connect,Ford,19.995,N.A.,mpv,4280,1825,1795,1410,187 g/km,2016,petrol,5,5,5,front,60,8.3,170,806,dohc,1796,85,Tyler Fischer,Credit Card,20.16,11/16/2022
Citroen C3 Pluriel 1.4,Citroen C3 Pluriel,Citroen,20.89,G,cabriolet,3934,1563,1700,1136,163 g/km,2016,petrol,2,5,4,front,47,6.8,160,370,ohc,1360,54,Jennifer Williams,Cash,25.01,3/18/2022
Renault Megane Estate dCi 110 Eco2 Life,Renault Megane Estate,Renault,25.14,B,stationwagon,4626,1449,1814,1287,90 g/km,2016,diesel,5,6,5,front,47,3.5,188,586,dohc,1461,81,Jared Miller,Bank Transfer,25.46,9/4/2025
BMW 118d Business,BMW 1-serie,BMW,37.751,F,hatchback,4324,1421,1765,1320,110 g/km,2016,diesel,5,8,5,rear,52,4.2,212,555,dohc,1995,105,Michael Oconnor,Cash,42.37,7/26/2019
Ford Mondeo 2.0 SCTi 16V Titanium,Ford Mondeo,Ford,37.251,E,sedan,4844,1500,1886,1469,179 g/km,2016,petrol,4,6,5,front,70,7.7,232,731,dohc,1999,149,Andrea Fletcher,Bank Transfer,37.08,12/22/2019
Skoda Fabia Combi 1.2 TSI 81kW Greentech Style,Skoda Fabia Combi,Skoda,19.91,B,stationwagon,4257,1467,1732,1053,108 g/km,2016,petrol,5,6,5,front,45,4.7,199,555,dohc,1197,81,Tyler Tyler,Bank Transfer,18.49,6/21/2023
Honda Civic 1.7 CTDi S,Honda Civic,Honda,22.25,G,hatchback,4140,1440,1695,1232,134 g/km,2016,diesel,3,5,5,front,50,5,182,493,dohc,1686,74,Penny Shaw,Credit Card,25.32,1/1/2025
Ford Focus 1.4 16V Trend,Ford Focus,Ford,20.955,E,sedan,4481,1497,1839,1170,157 g/km,2016,petrol,4,5,5,front,55,6.6,166,580,dohc,1388,59,Steven Ellis PhD,Cash,23.25,2/2/2025
Peugeot 3008 Allure 1.6 e-HDi 115hp,Peugeot 3008,Peugeot,34.75,E,mpv,4365,1639,1837,1398,110 g/km,2016,diesel,5,6,5,front,60,4.2,183,622,dohc,1560,85,Debbie Allison,Cash,32.17,1/22/2020
Audi A3 1.8 TFSI Ambiente,Audi A3,Audi,32.02,F,hatchback,4238,1421,1765,1280,152 g/km,2016,petrol,3,6,5,front,55,6.6,222,560,dohc,1798,118,Kimberly Garrison,Credit Card,33.12,9/3/2021
Opel Corsa 1.3i GL,Opel Corsa,Opel,9.473,N.A.,hatchback,3622,1365,1532,740,187 g/km,2016,petrol,3,4,5,front,42,7.1,155,515,ohc,1297,44,Travis Gentry,Credit Card,11.06,8/28/2022
Audi 100 2.2 Turbo,Audi 100,Audi,35.44,N.A.,sedan,4793,1421,1814,1263,187 g/km,2016,petrol,4,3,5,front,80,10.9,212,587,ohc,2226,121,Kathy Johnson,Cash,37.46,1/8/2024
Alfa Romeo 90 2.5 QO,Alfa Romeo 90,Alfa Romeo,24.096,-,sedan,4391,1420,1638,1170,187 g/km,2016,petrol,4,5,5,rear,49,9.6,203,425,ohc,2492,115,Kristen Garcia,Cash,22.18,8/6/2023
Saab 9-3 Sport Sedan 1.8t BioPower Norden Exklusiv,Saab 9-3 Sport Sedan,Saab,39.595,G,sedan,4647,1450,1802,1430,205 g/km,2016,bio-ethanol,4,5,5,front,62,8.5,220,540,dohc,1998,129,Chad Morrison,Bank Transfer,39.54,8/11/2021
Hyundai Atos 1.1i ActiveVersion,Hyundai Atos,Hyundai,8.995,G,hatchback,3565,1570,1525,859,140 g/km,2016,petrol,5,5,5,front,35,5.9,146,477,ohc,1086,43,Jonathan Simmons,Credit Card,9.8,11/7/2023
Volkswagen Golf 1.0 TSI 110hp Comfortline Business,Volkswagen Golf,Volkswagen,28.82,B,hatchback,4258,1452,1799,1157,107 g/km,2016,petrol,5,7,5,front,50,4.7,196,613,dohc,999,81,Craig Davis,Cash,27.96,9/2/2025
Mini Clubman One D Business Editon,Mini Clubman,Mini,34.475,D,stationwagon,4253,1441,1800,1295,99 g/km,2016,diesel,5,6,5,front,48,3.8,192,605,dohc,1496,0,Gregory Lee,Credit Card,35.92,1/3/2024
Chevrolet Orlando 2.0D LTZ,Chevrolet Orlando,Chevrolet,40.495,G,mpv,4652,1633,1875,1659,186 g/km,2016,diesel,5,6,7,front,64,7,180,632,dohc,1998,120,David Burns,Cash,37.58,6/3/2021
Hyundai ix35 2.0 CRDi HP i-Catcher 4WD,Hyundai ix35,Hyundai,46.99,G,suv/crossover,4410,1670,1820,1500,157 g/km,2016,diesel,5,6,5,front+rear,58,6,194,640,dohc,1998,135,Tammy Gonzalez,Bank Transfer,43.03,1/18/2020
Fiat Bravo 1.9 JTD SX,Fiat Bravo,Fiat,19.374,G,hatchback,4025,1411,1755,1145,144 g/km,2016,diesel,3,5,5,front,50,5.4,187,510,ohc,1910,74,Anita Taylor,Credit Card,20.51,8/28/2024
Volvo V50 D2 DRIVe Start/Stop R-Design,Volvo V50,Volvo,34.39,D,stationwagon,4522,1457,1770,1290,99 g/km,2016,diesel,5,6,5,front,52,3.8,190,610,dohc,1560,84,John Kelly,Bank Transfer,39.54,9/23/2022
Volvo 740 GL 2.3,Volvo 740,Volvo,24.935,N.A.,sedan,4785,1410,1750,1260,187 g/km,2016,petrol,4,4,5,rear,60,,,540,ohc,2316,85,Vanessa Kline,Bank Transfer,25.42,6/1/2025
Fiat Doblo 1.4 16v Pop,Fiat Doblo,Fiat,25.895,F,mpv,4410,1845,1832,1370,165 g/km,2016,petrol,5,5,7,front,60,7.2,161,605,dohc,1368,70,Debbie Daugherty,Credit Card,28.59,10/25/2022
